stock,headline,source,date,time,cleaned_headline,neg,neu,pos,compound,sentiment_label
LCID,The top non-Tesla EVs for consumers,(Yahoo Finance Video),Apr-14-23,04:26PM,top nontesla ev consumer,0.0,0.735,0.265,0.2023,Positive
LCID,"Lucid stock slides as EV deliveries slip, Marathon Digital rallies as bitcoin rises above $30,000",(Yahoo Finance Video),Apr-14-23,04:26PM,lucid stock slide ev delivery slip marathon digital rally bitcoin rise,0.0,1.0,0.0,0.0,Neutral
LCID,"Bank stocks rally following earnings data, tech under pressure",(Yahoo Finance Video),Apr-14-23,04:26PM,bank stock rally following earnings data tech pressure,0.216,0.784,0.0,-0.296,Negative
LCID,"Another EV Start-up Has Cash, Production Problems.  Its Stock Is Diving.",(Barrons.com),Apr-14-23,04:26PM,another ev startup cash production problem stock diving,0.208,0.692,0.1,-0.34,Negative
LCID,"Lucid Announces Q1 Production & Deliveries, Sets Date for First Quarter 2023 Results",(PR Newswire),Apr-13-23,04:05PM,lucid announces q production delivery set date first quarter result,0.0,1.0,0.0,0.0,Neutral
LCID,"Lucid Announces the 2023 'Dream Ahead Tour,' an Opportunity to Drive the Award-Winning Lucid Air in 40+ U.S. Cities",(PR Newswire),Apr-13-23,04:05PM,lucid announces dream ahead tour opportunity drive awardwinning lucid air u city,0.0,0.78,0.22,0.5859,Positive
LCID,Road Test: The Lucid Air Grand Touring Performance,(Yahoo Finance Video),Apr-11-23,04:52PM,road test lucid air grand touring performance,0.0,0.7,0.3,0.4588,Positive
LCID,Lucid Air Wins 2023 World Luxury Car of the Year,(PR Newswire),Apr-05-23,01:54PM,lucid air win world luxury car year,0.0,0.709,0.291,0.5719,Positive
LCID,"Lucid Stock: A High-Risk, High-Reward EV Play",(TipRanks),Mar-30-23,03:52PM,lucid stock highrisk highreward ev play,0.0,0.676,0.324,0.34,Positive
LCID,Lucid Group Stock Extends Rout Amid Layoff Plans,(Schaeffer's Investment Research),Mar-29-23,01:41PM,lucid group stock extends rout amid layoff plan,0.0,0.824,0.176,0.128,Positive
LCID,"EV Startup Lucid Slashes 18% of Workforce, Cuts Include Executives",(The Wall Street Journal),Mar-28-23,05:28PM,ev startup lucid slash workforce cut include executive,0.333,0.667,0.0,-0.4588,Negative
LCID,"EV Startup Lucid Cuts 18% of Workforce, Including Some Executives",(The Wall Street Journal),Mar-28-23,05:28PM,ev startup lucid cut workforce including executive,0.196,0.804,0.0,-0.296,Negative
LCID,"Sorry, LCID Stock Investors. Dont Expect Much From Lucid.",(InvestorPlace),Mar-28-23,05:28PM,sorry lcid stock investor dont expect much lucid,0.14,0.86,0.0,-0.0772,Negative
LCID,Lucid recalls Air sedans over power loss risks,(Yahoo Finance Video),Mar-27-23,04:33PM,lucid recall air sedan power loss risk,0.423,0.577,0.0,-0.5267,Negative
LCID,"Doug DeMuro talks Cars & Bids, Teslas competition, and why analog cars are the next big bet",(Yahoo Finance),Mar-18-23,01:59PM,doug demuro talk car bid tesla competition analog car next big bet,0.0,1.0,0.0,0.0,Neutral
LCID,"Lucid Opens New Retail Studio Location in California, at The Village at Corte Madera in Marin County",(PR Newswire),Mar-17-23,09:00AM,lucid open new retail studio location california village corte madera marin county,0.0,1.0,0.0,0.0,Neutral
LCID,Lucid Stock Investors Need to Buckle Up for a Bumpy Ride,(InvestorPlace),Mar-07-23,06:00AM,lucid stock investor need buckle bumpy ride,0.0,1.0,0.0,0.0,Neutral
LCID,EV Startups Brace for Another Tough Year as Cash Dwindles,(The Wall Street Journal),Mar-06-23,04:32PM,ev startup brace another tough year cash dwindles,0.143,0.857,0.0,-0.128,Negative
LCID,Ford's 'balanced' electric bet faces crucial 2023 as restructuring takes hold,(Yahoo Finance),Mar-05-23,10:24AM,ford balanced electric bet face crucial restructuring take hold,0.0,1.0,0.0,0.0,Neutral
LCID,Is Lucid (LCID) Stock a Buy? Heres My Call.,(InvestorPlace),Feb-27-23,11:52AM,lucid lcid stock buy here call,0.0,1.0,0.0,0.0,Neutral
LCID,"Move Over EVs, Hybrids Are Hot in China",(The Wall Street Journal),Feb-27-23,11:52AM,move ev hybrid hot china,0.0,1.0,0.0,0.0,Neutral
LCID,"Biggest takeaways from the automotive, EV industry this earnings season",(Yahoo Finance Video),Feb-23-23,04:17PM,biggest takeaway automotive ev industry earnings season,0.0,1.0,0.0,0.0,Neutral
LCID,"EV Stocks Fall After Lucid Cuts Production Target, Lordstown Component Issues",(The Wall Street Journal),Feb-23-23,04:17PM,ev stock fall lucid cut production target lordstown component issue,0.18,0.82,0.0,-0.296,Negative
LCID,Lucid stock declines after missing on Q4 revenue estimates,(Yahoo Finance Video),Feb-23-23,04:17PM,lucid stock decline missing q revenue estimate,0.216,0.784,0.0,-0.296,Negative
LCID,EV Startups Have a New Bottleneck: Demand,(The Wall Street Journal),Feb-23-23,04:17PM,ev startup new bottleneck demand,0.231,0.769,0.0,-0.128,Negative
LCID,EV Startup Lucid Aims to Nearly Double Production in 2023,(The Wall Street Journal),Feb-22-23,09:14PM,ev startup lucid aim nearly double production,0.0,1.0,0.0,0.0,Neutral
LCID,"Yahoo Finance Trending Tickers: Nvidia, Lucid, Etsy, Bumble",(Yahoo Finance),Feb-22-23,09:14PM,yahoo finance trending ticker nvidia lucid etsy bumble,0.0,1.0,0.0,0.0,Neutral
LCID,"Stocks moving in after-hours: Nvidia, Lucid, Etsy, Bumble",(Yahoo Finance),Feb-22-23,09:14PM,stock moving afterhours nvidia lucid etsy bumble,0.0,1.0,0.0,0.0,Neutral
